Date,Close
2014-01-23,82.47566223144531
2014-01-24,81.15856170654297
2014-01-27,81.28401184082031
2014-01-28,81.47216796875
2014-01-29,81.40945434570312
2014-01-30,81.53488159179688
2014-01-31,81.03311920166016
2014-02-03,79.9668960571289
2014-02-04,79.9668960571289
2014-02-05,80.40592956542969
2014-02-06,81.47216796875
2014-02-07,79.46514129638672
2014-02-10,80.90768432617188
2014-02-11,81.47216796875
2014-02-12,81.7230453491211
2014-02-13,81.97390747070312
2014-02-14,82.66381072998047
2014-02-17,82.85197448730469
2014-02-18,82.53838348388672
2014-02-19,82.9146957397461
2014-02-20,83.35372924804688
2014-02-21,84.10637664794922
2014-02-24,86.0506591796875
2014-02-25,86.74057006835938
2014-02-26,86.67784118652344
2014-02-27,86.86602020263672
2014-02-28,87.3050537109375
2014-03-03,84.79627227783203
2014-03-04,87.05415344238281
2014-03-05,86.80328369140625
2014-03-06,87.74407958984375
2014-03-07,86.23881530761719
2014-03-10,87.11687469482422
2014-03-11,86.92874145507812
2014-03-12,88.05767059326172
2014-03-13,88.62214660644531
2014-03-14,87.99494934082031
2014-03-17,88.8730239868164
2014-03-18,90.25283813476562
2014-03-19,90.3782958984375
2014-03-20,90.44099426269531
2014-03-21,90.5664291381836
2014-03-24,88.55941009521484
2014-03-25,91.82081604003906
2014-03-26,92.8243179321289
2014-03-27,92.76161193847656
2014-03-28,94.0787124633789
2014-03-31,95.64669036865234
2014-04-01,95.77212524414062
2014-04-02,95.64669036865234
2014-04-03,95.83484649658203
2014-04-04,96.2599105834961
2014-04-07,95.40979766845703
2014-04-08,96.1291275024414
2014-04-09,97.37161254882812
2014-04-10,96.45608520507812
2014-04-11,94.69046783447266
2014-04-14,94.16728973388672
2014-04-15,92.40167236328125
2014-04-16,93.84033966064453
2014-04-17,93.97111511230469
2014-04-22,96.71766662597656
2014-04-23,96.1291275024414
2014-04-24,97.89476013183594
2014-04-25,96.71766662597656
2014-04-28,96.84845733642578
2014-04-29,97.82936096191406
2014-04-30,97.2408218383789
2014-05-02,97.6985855102539
2014-05-05,99.0064468383789
2014-05-06,97.37161254882812
2014-05-07,95.93292236328125
2014-05-08,97.50239562988281
2014-05-09,97.30622100830078
2014-05-12,100.70670318603516
2014-05-13,101.16444396972656
2014-05-14,100.90287780761719
2014-05-15,100.11815643310547
2014-05-16,99.98735809326172
2014-05-19,100.11815643310547
2014-05-20,99.92196655273438
2014-05-21,99.79116821289062
2014-05-22,100.51051330566406
2014-05-23,100.90287780761719
2014-05-26,101.42601776123047
2014-05-27,101.22984313964844
2014-05-28,100.7720947265625
2014-05-30,101.36063385009766
2014-06-02,101.81838989257812
2014-06-03,100.83747863769531
2014-06-04,101.03366088867188
2014-06-05,102.1453628540039
2014-06-09,103.32245635986328
2014-06-10,103.06086730957031
2014-06-11,102.01456451416016
2014-06-12,101.42601776123047
2014-06-13,100.70670318603516
2014-06-16,100.24893951416016
2014-06-17,100.3143310546875
2014-06-18,100.37973022460938
2014-06-19,101.03366088867188
2014-06-23,101.49140930175781
2014-06-24,101.62220764160156
2014-06-25,99.92196655273438
2014-06-26,99.72578430175781
2014-06-27,99.85655975341797
2014-06-30,99.72578430175781
2014-07-01,99.39881134033203
2014-07-02,100.0527572631836
2014-07-03,101.29523468017578
2014-07-04,100.96826171875
2014-07-07,99.85655975341797
2014-07-08,99.07184600830078
2014-07-09,98.61409759521484
2014-07-10,96.19451141357422
2014-07-11,96.32530975341797
2014-07-14,96.91384887695312
