Date,RSI,K(14),R(14),MACD,Signal,PROC,OBV,Increase
2014-01-23,61.37555949221087,52.010408769766826,-47.989591230233174,0.009217707696024036,-0.029844231748282272,0.0047035598088863255,2773589.0,1
2014-01-24,54.354624579285364,48.696163449326555,-51.303836550673445,0.017120059576484437,-0.02045137348332893,0.0032369730412926726,1642442.0,1
2014-01-27,55.17411583891934,48.05097695399229,-51.9490230460077,0.016207418156284348,-0.013119615155406276,0.002454378150861839,373616.0,1
2014-01-28,56.38876044973674,46.33680986823288,-53.66319013176712,0.01059068822594611,-0.0083775544791358,0.002056379704154233,-828558.0,1
2014-01-29,54.3653169548674,44.61225680029461,-55.38774319970538,0.0013238473244712168,-0.006437274118414396,0.0010840877109749326,-2290970.0,1
2014-01-30,51.13522996479304,43.423764420660156,-56.57623557933984,-0.00922204513577185,-0.006994228321885887,0.0005159295073415722,-3201752.0,1
2014-01-31,47.440602106850086,40.89954493313923,-59.10045506686077,-0.024325479304167175,-0.010460478518342146,-0.0010674340440259978,-4444238.0,1
2014-02-03,40.29764769306089,43.72275583696974,-56.27724416303026,-0.05063839416504834,-0.018496061647683387,-0.004478011959214705,-5963183.0,1
2014-02-04,33.703739564118266,46.325098159626236,-53.67490184037377,-0.08395810807796522,-0.03158847093373976,-0.007540798237379253,-6896358.0,1
2014-02-05,30.675239034965514,43.946110720707566,-56.053889279292434,-0.1175573801193508,-0.04878225277086197,-0.010663787699717668,-7973029.0,1
2014-02-06,28.963817176508044,44.199417764462936,-55.800582235537064,-0.14164208893733132,-0.06735422000415585,-0.010814518222123239,-6038994.0,1
2014-02-07,19.981566130412673,59.37469712625264,-40.62530287374735,-0.17409834963703474,-0.08870304593073164,-0.011807493055780943,-11323752.0,1
2014-02-10,14.33821638717275,58.961040913329256,-41.038959086670744,-0.1997161178798592,-0.11090566032055715,-0.01109653988895702,-13921585.0,1
2014-02-11,5.662341676009021,59.44591046467374,-40.55408953532627,-0.21496383901795468,-0.13171729606003665,-0.009994087151137867,-12388409.0,1
2014-02-12,7.981878206033997,67.31520248018137,-32.68479751981862,-0.2201665364072909,-0.14940714412948752,-0.008618522870453438,-11221448.0,1
2014-02-13,14.46611384975094,79.56607384965383,-20.43392615034617,-0.2158681108804501,-0.16269933747968005,-0.007224527366379742,-10143079.0,1
2014-02-14,24.90425380666086,75.68634941844216,-24.31365058155784,-0.1992578280140691,-0.17001103558655786,-0.004515893068262866,-8795754.0,1
2014-02-17,34.08785251884068,73.23776486952653,-26.762235130473478,-0.1727680261301856,-0.17056243369528343,-0.000539255880035814,-8088928.0,1
2014-02-18,40.256142238910336,74.85016653544729,-25.149833464552724,-0.14246184938414785,-0.16494231683305632,0.0026702208358563495,-6634746.0,1
2014-02-19,46.571289540298174,76.93962159079145,-23.060378409208543,-0.10726740296578896,-0.15340733405960286,0.005489889446762446,-5448742.0,1
2014-02-20,54.81816842120946,76.31719913621822,-23.682800863781768,-0.06612460974272949,-0.1359507891962282,0.007252549700522757,-4322275.0,1
2014-02-21,67.83323390175204,69.2138830954819,-30.786116904518096,-0.016020907363881065,-0.11196481282975876,0.012259824345044756,-2593493.0,1
2014-02-24,81.44852626937858,60.27900279326468,-39.720997206735326,0.05433083775351122,-0.07870568271310477,0.017374938004087133,-344926.0,1
2014-02-25,89.41146140726461,59.510826795670965,-40.489173204329035,0.14215685405511636,-0.034533175359460544,0.022120689439923354,2042475.0,1
2014-02-26,90.98283434714867,61.358516815745745,-38.64148318425425,0.23883964279190195,0.020141388270811956,0.025994494757227517,3090074.0,1
2014-02-27,98.94262473843533,53.730831052663,-46.26916894733701,0.33991151794423047,0.08409541420549566,0.029390349698752007,4260337.0,1
2014-02-28,100.0,47.34943742644843,-52.65056257355156,0.44396807429941987,0.1560699462242805,0.03210587791435058,5291318.0,1
2014-03-03,100.0,46.39474088523701,-53.60525911476298,0.5262898726036553,0.23011393150015547,0.03122861710308102,7434749.0,1
2014-03-04,100.0,51.14298757060299,-48.85701242939701,0.608070914648863,0.305705328129897,0.03360146610956844,8485870.0,1
2014-03-05,100.0,49.3350646987975,-50.6649353012025,0.6841669181937675,0.38139764614267113,0.03494920625753109,9624665.0,1
2014-03-06,100.0,51.933322015179094,-48.06667798482091,0.760551353305118,0.45722838757516054,0.03675153588835433,10792945.0,1
2014-03-07,100.0,52.95382677221635,-47.046173227783655,0.8218273001198497,0.5301481700840984,0.035585006217931814,12366896.0,1
2014-03-10,100.0,54.89475057636434,-45.105249423635655,0.8765624888331445,0.5994310338339077,0.033167578838737916,13334063.0,1
2014-03-11,100.0,57.68487658675494,-42.31512341324506,0.9224393589979485,0.6640326988667159,0.029927301414366312,14480403.0,1
2014-03-12,100.0,45.65147101014501,-54.34852898985499,0.9685605911477069,0.7249382773229142,0.028470553869454823,16091853.0,1
2014-03-13,100.0,30.489247221570924,-69.51075277842908,1.016781624983082,0.7833069468549478,0.027613946072229095,18006770.0,1
2014-03-14,100.0,27.96163029310142,-72.03836970689859,1.0587826028198748,0.8384020780479333,0.025566723359846145,21358992.0,1
2014-03-17,100.0,32.42862789435143,-67.57137210564858,1.1008554358026288,0.8908927495988725,0.02783542739009817,22849197.0,1
2014-03-18,100.0,38.76470242887189,-61.235297571128115,1.1513889692388375,0.9429919935268656,0.028753961191579372,24637455.0,1
2014-03-19,100.0,42.0235688226355,-57.9764311773645,1.2059645936674315,0.9955865135549788,0.030028481899846467,25840835.0,1
2014-03-20,100.0,47.12812277842942,-52.871877221570585,1.2607748053025034,1.0486241719044838,0.03010155591487187,26995459.0,1
