Date,Close
2014-01-23,24.747230529785156
2014-01-24,24.415048599243164
2014-01-27,24.177776336669922
2014-01-28,23.750694274902344
2014-01-29,23.79814338684082
2014-01-30,23.143278121948242
2014-01-31,23.06735610961914
2014-02-03,22.92499542236328
2014-02-04,22.720943450927734
2014-02-05,22.9439697265625
2014-02-06,23.00092315673828
2014-02-07,23.51342010498047
2014-02-10,23.632057189941406
2014-02-11,23.314115524291992
2014-02-12,23.18598747253418
2014-02-13,23.252424240112305
2014-02-14,23.29987907409668
2014-02-17,23.399526596069336
2014-02-18,23.352073669433594
2014-02-19,23.489700317382812
2014-02-20,23.44698715209961
2014-02-21,23.5846004486084
2014-02-24,23.845596313476562
2014-02-25,23.79814338684082
2014-02-26,23.750694274902344
2014-02-27,23.560880661010742
2014-02-28,23.44698715209961
2014-03-03,22.763647079467773
2014-03-04,23.1337947845459
2014-03-05,23.119556427001953
2014-03-06,23.219202041625977
2014-03-07,23.01041030883789
2014-03-10,23.048376083374023
2014-03-11,22.958215713500977
2014-03-12,22.877540588378906
2014-03-13,22.488418579101562
2014-03-14,22.474180221557617
2014-03-17,22.773141860961914
2014-03-18,22.87279510498047
2014-03-19,22.99617576599121
2014-03-20,22.94871711730957
2014-03-21,23.167007446289062
2014-03-24,22.58807373046875
2014-03-25,22.9439697265625
2014-03-26,23.119556427001953
2014-03-27,22.87279510498047
2014-03-28,22.977184295654297
2014-03-31,23.157520294189453
2014-04-01,23.280900955200195
2014-04-02,23.162261962890625
2014-04-03,22.874061584472656
2014-04-04,22.869009017944336
2014-04-07,22.651588439941406
2014-04-08,22.601028442382812
2014-04-09,22.934730529785156
2014-04-10,22.651588439941406
2014-04-11,22.434175491333008
2014-04-14,22.712270736694336
2014-04-15,22.40889549255371
2014-04-16,22.55046844482422
2014-04-17,22.4847412109375
2014-04-22,23.05608558654785
2014-04-23,23.278553009033203
2014-04-24,23.485855102539062
2014-04-25,23.50608253479004
2014-04-28,23.728551864624023
2014-04-29,24.13304328918457
2014-04-30,23.844846725463867
2014-05-02,24.097654342651367
2014-05-05,24.16338539123535
2014-05-06,24.183603286743164
2014-05-07,24.17349624633789
2014-05-08,24.522371292114258
2014-05-09,24.456645965576172
2014-05-12,24.51731300354004
2014-05-13,24.497089385986328
2014-05-14,24.734724044799805
2014-05-15,24.85102081298828
2014-05-16,24.76506805419922
2014-05-19,25.073488235473633
2014-05-20,25.053268432617188
2014-05-21,25.063379287719727
2014-05-22,25.053268432617188
2014-05-23,25.08866310119629
2014-05-26,24.9774227142334
2014-05-27,24.967308044433594
2014-05-28,24.926864624023438
2014-05-30,25.063379287719727
2014-06-02,24.876298904418945
2014-06-03,24.62348747253418
2014-06-04,24.69427490234375
2014-06-05,24.835851669311523
2014-06-09,25.250450134277344
2014-06-10,25.280794143676758
2014-06-11,25.09370994567871
2014-06-12,24.957199096679688
2014-06-13,24.911693572998047
2014-06-16,24.876298904418945
2014-06-17,24.901592254638672
2014-06-18,24.653825759887695
2014-06-19,24.81056785583496
2014-06-23,25.053268432617188
2014-06-24,24.80551528930664
2014-06-25,24.583044052124023
2014-06-26,24.70944595336914
2014-06-27,24.840906143188477
2014-06-30,24.679113388061523
2014-07-01,24.926864624023438
2014-07-02,24.876298904418945
2014-07-03,25.245405197143555
2014-07-04,25.09370994567871
2014-07-07,25.558879852294922
2014-07-08,25.48303985595703
2014-07-09,25.508319854736328
2014-07-10,25.331348419189453
2014-07-11,25.306076049804688
2014-07-14,25.7358455657959
2014-07-15,25.60944938659668
2014-07-16,25.938095092773438
2014-07-17,25.2302303314209
2014-07-18,26.013938903808594
2014-07-21,25.83697509765625
2014-07-22,25.963376998901367
2014-07-23,26.216182708740234
2014-07-24,26.292028427124023
2014-07-25,26.342592239379883
2014-07-28,26.59539222717285
2014-07-29,26.544836044311523
2014-07-30,26.59539222717285
2014-07-31,26.190900802612305
2014-08-01,25.912813186645508
2014-08-04,25.862253189086914
2014-08-05,25.9886531829834
2014-08-06,25.533599853515625
2014-08-07,25.280794143676758
2014-08-08,24.936979293823242
2014-08-11,25.280794143676758
2014-08-12,25.2302303314209
2014-08-13,25.558879852294922
2014-08-14,25.43248176574707
2014-08-15,25.45775604248047
2014-08-18,25.7358455657959
2014-08-19,25.811691284179688
2014-08-20,25.786409378051758
2014-08-21,25.862253189086914
2014-08-22,25.862253189086914
2014-08-25,26.165624618530273
2014-08-26,25.938095092773438
2014-08-27,25.887527465820312
2014-08-28,25.660011291503906
2014-08-29,25.786409378051758
2014-09-01,25.83697509765625
2014-09-02,25.7358455657959
2014-09-03,25.710567474365234
2014-09-04,25.48303985595703
2014-09-05,25.331348419189453
2014-09-08,25.35663414001465
2014-09-09,25.210010528564453
2014-09-10,25.35663414001465
2014-09-11,25.134172439575195
2014-09-12,25.26057243347168
2014-09-15,24.997648239135742
2014-09-16,25.027992248535156
2014-09-17,25.306076049804688
2014-09-18,25.210010528564453
2014-09-19,25.331348419189453
2014-09-22,25.245405197143555
2014-09-23,25.043155670166016
2014-09-24,25.35663414001465
2014-09-25,25.13922119140625
2014-09-26,25.45775604248047
2014-09-29,25.35663414001465
2014-09-30,25.240345001220703
2014-10-01,25.043155670166016
2014-10-02,24.6386661529541
2014-10-03,24.830795288085938
2014-10-06,24.6386661529541
2014-10-07,24.234167098999023
2014-10-08,24.087541580200195
2014-10-09,23.829673767089844
2014-10-10,23.592042922973633
2014-10-13,23.4605770111084
2014-10-14,23.59709358215332
2014-10-15,23.162263870239258
2014-10-16,23.288663864135742
2014-10-17,23.693159103393555
2014-10-20,23.516191482543945
2014-10-21,23.77405548095703
2014-10-22,23.880239486694336
2014-10-23,24.406078338623047
2014-10-24,24.284727096557617
2014-10-27,24.441476821899414
2014-10-28,25.235286712646484
2014-10-29,25.558879852294922
2014-10-30,25.584163665771484
2014-10-31,25.811691284179688
2014-11-03,25.533599853515625
2014-11-04,25.710567474365234
2014-11-05,26.24146270751953
2014-11-06,25.811691284179688
2014-11-07,25.76112937927246
2014-11-10,25.83697509765625
2014-11-11,26.190900802612305
2014-11-12,25.887527465820312
2014-11-13,26.064496994018555
2014-11-14,26.013938903808594
2014-11-17,26.089778900146484
2014-11-18,26.165624618530273
2014-11-19,26.115060806274414
