Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Increase,Smooth,Delta_Smooth,RSI_gain,RSI_loss,RSI_gain_mean,RSI_loss_mean,RSI,L(14),H(14),K(14),R(14),Smooth12,Smooth26,MACD,Signal,PROC,OBV
2014-01-23 00:00:00+01:00,49.593301018816135,49.94969374875784,48.88051974209329,49.045005798339844,8800789,0.0,0.0,1,48.259469365185566,0.0872818259060324,0.0872818259060324,0.0,0.1377520799002525,0.0,100.0,46.001963958338614,50.08676978084887,55.26591727828172,-44.73408272171827,47.53492194882381,47.08228046543413,0.4526414833896766,0.3012775844763993,0.03183495063461926,132391567.0
2014-01-24 00:00:00+01:00,49.0724201908818,49.236910423444996,48.08548716182337,48.1129035949707,9882166,0.0,0.0,1,48.24481278816408,-0.014656577021483486,0.0,0.014656577021483486,0.13736044673026068,0.001046898358677392,99.2436106927673,47.26304496321466,50.08676978084887,34.76853760034498,-65.23146239965503,47.644135924106926,47.16839397082154,0.47574195328538593,0.33617045823819663,0.02929137114203411,122509401.0
2014-01-27 00:00:00+01:00,47.674269050224126,48.551544773493106,47.56461167639584,48.27739715576172,10174273,0.0,0.0,1,48.24807122492385,0.0032584367597650044,0.0032584367597650044,0.0,0.12216253196529792,0.001046898358677392,99.15030987812816,47.26304496321466,50.08676978084887,34.88393258286651,-65.1160674171335,47.737049047309526,47.24837006371801,0.4886789835915124,0.36667216330885977,0.026223564526355343,132683674.0
2014-01-28 00:00:00+01:00,48.469295948023834,48.743443544807725,47.67426540745434,48.35963439941406,7923585,0.0,0.0,1,48.25922754237288,0.011156317449028563,0.011156317449028563,0.0,0.11259659783350072,0.001046898358677392,99.07878726565485,47.26304496321466,50.08676978084887,35.27902481633618,-64.72097518366382,47.8173842003962,47.32324839547023,0.49413580492596765,0.3921648916322814,0.02460624041251791,140607259.0
2014-01-29 00:00:00+01:00,48.798273835223775,48.90793120428592,46.85182416066694,47.454952239990234,17623754,0.0,0.0,1,48.17880001213461,-0.08042753023826776,0.0,0.08042753023826776,0.10738230893121781,0.006791721947125089,94.05143017648037,46.85182416066694,50.08676978084887,41.020035798717366,-58.979964201282634,47.87298663297134,47.386622589297225,0.486364043674115,0.4110047220406482,0.019697378062494077,122983505.0
2014-01-30 00:00:00+01:00,47.153384959640015,47.29045875312734,46.82440869190248,47.18080139160156,7213050,0.0,0.0,1,48.079000150081306,-0.09979986205330249,0.0,0.09979986205330249,0.10014376519462383,0.013920283522360981,87.79608151828809,46.82440869190248,50.08676978084887,38.45654800229397,-61.54345199770602,47.90468102021903,47.43790981602197,0.46677120419705886,0.42215801847193035,0.012910176896940947,115770455.0
2014-01-31 00:00:00+01:00,47.098559232701376,47.592025756835945,46.687337826449316,47.59202575683594,9742361,0.0,0.0,1,48.03030271075677,-0.04869743932453474,0.0,0.04869743932453474,0.0899084381014994,0.017398672045542036,83.7860957939312,46.687337826449316,50.08676978084887,39.505567468982214,-60.49443253101779,47.92400743414792,47.48179077118751,0.44221666296040496,0.42616974736962526,0.007311985557121707,106028094.0
2014-02-03 00:00:00+01:00,47.482362887648016,47.948412965168814,46.35836025164614,46.41318893432617,8820628,0.0,0.0,1,47.86859133311371,-0.16171137764305854,0.0,0.16171137764305854,0.0838297908211335,0.02894948473433193,74.33084705346026,46.35836025164614,50.08676978084887,40.50604070284404,-59.49395929715596,47.91548188014266,47.51044266466353,0.40503921547912825,0.42194364099152587,0.0007139738157277694,97207466.0
2014-02-04 00:00:00+01:00,46.11162591574311,46.33094483443168,45.782649629290475,46.029380798339844,8156021,0.0,0.0,1,47.68467027963633,-0.18392105347738408,0.0,0.18392105347738408,0.07326774981107523,0.042086702839859366,63.51532006552468,45.782649629290475,50.08676978084887,44.19069596970217,-55.80930403029784,47.87997240314168,47.52334841392077,0.3566239892209069,0.4088797106374021,-0.00661285425982661,89051445.0
2014-02-05 00:00:00+01:00,46.35836315058629,46.975195281419964,46.13904422299108,46.879241943359375,11552207,0.0,0.0,1,47.60412744600863,-0.0805428336276961,0.0,0.0805428336276961,0.057691503399720796,0.0478397623846948,54.66768826366189,45.782649629290475,50.08676978084887,42.31939984432486,-57.680600155675144,47.83753471742891,47.52933204592728,0.3082026715016255,0.3887443028102468,-0.011792283520604204,77499238.0
2014-02-06 00:00:00+01:00,48.96276088812601,49.62071342603588,48.63378043601086,49.0175895690918,26297332,0.0,0.0,1,47.74547365831695,0.14134621230832067,0.14134621230832067,0.0,0.05239822818912237,0.0478397623846948,52.27382142156502,45.782649629290475,50.08676978084887,45.60337443915915,-54.39662556084085,47.82337147756553,47.54534253573392,0.2780289418316073,0.36660123061451894,-0.010650670503215479,103796570.0
2014-02-07 00:00:00+01:00,49.37398880991969,49.92228405852219,49.182082126380195,49.51106262207031,11897685,0.0,0.0,1,47.922032554692294,0.17655889637534017,0.17655889637534017,0.0,0.05409645941106537,0.0478397623846948,53.06892727440228,45.782649629290475,50.08676978084887,49.70546476559702,-50.29453523440297,47.8385501048158,47.57324550010121,0.2653046047145935,0.34634190543453386,-0.006690465043134691,115694255.0
2014-02-10 00:00:00+01:00,49.730381109055195,49.84004267690624,49.40140477182422,49.620723724365234,6680891,0.0,0.0,1,48.09190167165959,0.16986911696729834,0.16986911696729834,0.0,0.05425408329624913,0.0478397623846948,53.14138470775207,45.782649629290475,50.08676978084887,53.65212775328787,-46.34787224671212,47.87752726894561,47.6116644757722,0.26586279317341166,0.33024608298230945,-0.00323680406904188,122375146.0
2014-02-11 00:00:00+01:00,49.78520948141445,50.004524230957024,49.67554792348245,50.00452423095703,6409958,0.0,0.0,1,48.283163927589335,0.19126225592974322,0.19126225592974322,0.0,0.05576664726396631,0.0478397623846948,53.825479961207186,45.782649629290475,50.004524230957024,59.22758334204913,-40.77241665795086,47.93993290873696,47.6614051759068,0.2785277328301561,0.31990241295187877,0.0004959960288515167,128785104.0
2014-02-12 00:00:00+01:00,50.16901819038644,50.58023965096338,49.92228698730469,49.92228698730469,7453772,0.0,0.0,1,48.44707623356087,0.16391230597153594,0.16391230597153594,0.0,0.06124025298293085,0.0478397623846948,56.1425049093884,45.782649629290475,50.58023965096338,55.53677142552752,-44.46322857447249,48.017954958709865,47.719603032029326,0.2983519266805388,0.31559231569761076,0.005568345856656718,136238876.0
2014-02-13 00:00:00+01:00,49.92228392457235,49.97711261265333,49.29174355373916,49.6755485534668,5762553,0.0,0.0,1,48.56992346555147,0.12284723199059755,0.12284723199059755,0.0,0.07001505526797354,0.04679286402601741,59.94033254864714,45.782649629290475,50.58023965096338,58.097374383171676,-41.902625616828324,48.10287319053165,47.782589730808745,0.3202834597229085,0.3165305445026703,0.010210763824907291,142001429.0
2014-02-14 00:00:00+01:00,49.70296235714955,50.99145528304603,49.675545922980476,50.96403884887695,8742330,0.0,0.0,1,48.809335003884016,0.23941153833254702,0.23941153833254702,0.0,0.08688313395174367,0.04679286402601741,64.99531349389883,45.782649629290475,50.99145528304603,58.107089720487025,-41.89291027951298,48.21155962335509,47.85864493622173,0.3529146871333637,0.323807373028809,0.01621959990172566,150743759.0
2014-02-17 00:00:00+01:00,50.99145157854352,51.238182735498185,50.74472042158886,50.7995491027832,4440388,0.0,0.0,1,49.00835641377394,0.199021409889923,0.199021409889923,0.0,0.10030206912609328,0.04679286402601741,68.18866359072412,45.782649629290475,51.238182735498185,59.12725157534129,-40.87274842465871,48.33414374495799,47.943808749373744,0.3903349955842472,0.33711289753989665,0.02381029081738987,155184147.0
2014-02-18 00:00:00+01:00,50.82696215362027,50.88179501883987,50.169009602588154,50.44315719604492,7008870,0.0,0.0,1,49.15183649200104,0.14348007822709974,0.14348007822709974,0.0,0.11055064614231469,0.04104804043756971,72.92322159008971,45.782649629290475,51.238182735498185,61.75724346493018,-38.24275653506982,48.45994262911846,48.033292285864654,0.42665034325380446,0.3550203866826782,0.030768089697607928,162193017.0
2014-02-19 00:00:00+01:00,50.27866982625536,50.964038848876946,50.1964288900692,50.96403884887695,4914537,0.0,0.0,1,49.33305672768863,0.18122023568759005,0.18122023568759005,0.0,0.12349494869142827,0.03391947886233382,78.45211561008331,45.782649629290475,51.238182735498185,65.07901298148548,-34.92098701851452,48.59426787505233,48.12957113340717,0.46469674164516306,0.3769556576751752,0.03631889448327569,167107554.0
2014-02-20 00:00:00+01:00,50.4979914050417,51.621998334499615,50.44316271698148,51.4575080871582,6866812,0.0,0.0,1,49.54550186363559,0.21244513594696457,0.21244513594696457,0.0,0.1386696012590686,0.030441090339152765,81.99931059860148,45.782649629290475,51.621998334499615,64.43958777437575,-35.56041222562424,48.7406115656036,48.234454891201864,0.506156674401737,0.4027958610204876,0.037700499490281765,173974366.0
2014-02-21 00:00:00+01:00,51.56716549920965,51.676822866511024,51.15594409708888,51.64940643310547,7108742,0.0,0.0,1,49.75589232058259,0.2103904569469961,0.2103904569469961,0.0,0.1536974910409969,0.018890277650362868,89.05468342652686,45.782649629290475,51.676822866511024,67.40966936977463,-32.590330630225374,48.896808604831136,48.34715396004488,0.5496546447862585,0.4321676177736418,0.03826757063773024,181083108.0
2014-02-24 00:00:00+01:00,53.73292846577719,54.03449249267578,53.04755948024432,54.03449249267578,21467980,0.0,0.0,1,50.183752337791915,0.4278600172093263,0.4278600172093263,0.0,0.18425892084166304,0.005753059544835436,96.97226483659962,46.13904422299108,54.03449249267578,51.22835305413707,-48.77164694586293,49.094799948363566,48.483198284322434,0.6116016640411317,0.46805442702713984,0.043496942175714474,202551088.0
2014-02-25 00:00:00+01:00,53.95224542023384,53.95224542023384,52.841946867323415,53.18463134765625,10509841,0.0,0.0,1,50.483840238778356,0.30008790098644056,0.30008790098644056,0.0,0.2056937709121231,0.0,100.0,48.63378043601086,54.03449249267578,34.255849661238116,-65.74415033876188,49.308498454581226,48.6313939846525,0.6771044699287287,0.5098644356074576,0.04557854399287904,213060929.0
2014-02-26 00:00:00+01:00,53.18463483804955,53.40395375648802,52.91048723579156,53.37653732299805,5162221,0.0,0.0,1,50.773109947200325,0.2892697084219691,0.2892697084219691,0.0,0.21625973492024084,0.0,100.0,49.182082126380195,54.03449249267578,32.78840206655375,-67.21159793344626,49.53382329959955,48.790039611507886,0.7437836880916606,0.5566482861042983,0.048011849103664475,218223150.0
2014-02-27 00:00:00+01:00,53.26688813012901,53.458790644528435,52.69117640376965,53.1572265625,6718400,0.0,0.0,1,51.0115216087303,0.23841166152997317,0.23841166152997317,0.0,0.2206777895741432,0.0,100.0,49.29174355373916,54.03449249267578,36.261207943609435,-63.73879205639056,49.76116150100428,48.95459383352436,0.8065676674799178,0.6066321623794222,0.050269754798163285,224941550.0
2014-02-28 00:00:00+01:00,53.04755428294444,53.157211636621966,52.71857803875196,52.91048049926758,6414553,0.0,0.0,1,51.20141749778403,0.18989588905373012,0.18989588905373012,0.0,0.22210827329460262,0.0,100.0,49.29174355373916,54.03449249267578,40.26512827543934,-59.73487172456067,49.982739346662704,49.121025216062115,0.8617141306005891,0.6576485560236556,0.04900870896335019,231356103.0
2014-03-03 00:00:00+01:00,51.704243206746625,51.978390828875376,50.99145771594758,51.53975296020508,22297286,0.0,0.0,1,51.23525104402613,0.0338335462421,0.0338335462421,0.0,0.21086336545977094,0.0,100.0,49.29174355373916,54.03449249267578,40.97850245310951,-59.02149754689049,50.17543345394938,49.277634536652045,0.8977989172973366,0.7056786282783918,0.045439080050975036,253653389.0
