Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Increase,Smooth,Delta_Smooth,RSI_gain,RSI_loss,RSI_gain_mean,RSI_loss_mean,RSI,L(14),H(14),K(14),R(14),Smooth12,Smooth26,MACD,Signal,PROC,OBV
2014-01-23 00:00:00+01:00,391.23529620768056,394.39341012184053,389.84200815615253,393.0001220703125,761747,0.0,0.0,-1,373.4313853836652,2.1743040762941632,2.1743040762941632,0.0,1.4286164120307734,0.0,100.0,353.0593020331651,394.95081041959565,48.63057964534643,-51.36942035465357,363.93543757392047,359.6224858724554,4.312951701465067,2.4584040751360297,0.05314715672788982,13447965.0
2014-01-24 00:00:00+01:00,393.00014917941445,394.57919207215764,383.61866998268874,384.0830993652344,680378,0.0,0.0,1,374.4965567818221,1.065171398156906,1.065171398156906,0.0,1.4828050289192123,0.0,100.0,353.1520325886879,394.95081041959565,51.06494806972842,-48.935051930271584,365.5602251443669,360.7242689027789,4.835956241588008,2.9339145084264255,0.05348635906102849,14128343.0
2014-01-27 00:00:00+01:00,382.96845275052567,387.42699177548286,381.48230142205955,383.15423583984375,816775,0.0,0.0,1,375.3623246876243,0.8657679058022154,0.8657679058022154,0.0,1.5382106134993916,0.0,100.0,353.6165607733454,394.95081041959565,52.60955285359016,-47.39044714640984,367.0682404587142,361.8085693312859,5.259671127428248,3.39906583222679,0.05372179254199036,14945118.0
2014-01-28 00:00:00+01:00,380.83204102747646,383.6186169374336,379.9031823908241,382.68975830078125,524971,0.0,0.0,1,376.09506804894005,0.7327433613157268,0.7327433613157268,0.0,1.5721511313905248,0.0,100.0,358.44661975048,394.95081041959565,48.34636236269581,-51.65363763730419,368.4569831649028,362.8668284955566,5.590154669346191,3.8372835996506707,0.051503903374158486,15470089.0
2014-01-29 00:00:00+01:00,384.82612182647534,385.7549804631277,379.53164460546634,382.68975830078125,1004434,0.0,0.0,1,376.7545370741242,0.6594690251841371,0.6594690251841371,0.0,1.5834569184328342,0.0,100.0,359.6541686101788,394.95081041959565,48.44757911043867,-51.55242088956133,369.73352992016765,363.8955476495246,5.837982270643067,4.237423333849151,0.04724687528762303,16474523.0
2014-01-30 00:00:00+01:00,381.94676239029144,387.1483491631941,380.83212045522833,386.4052734375,573341,0.0,0.0,1,377.7196107104618,0.9650736363375927,0.9650736363375927,0.0,1.5883249019522745,0.0,100.0,361.0473730093109,394.95081041959565,49.17565584690032,-50.82434415309967,370.962157734059,364.9195523207051,6.042605413353897,4.5984597497501,0.04376107824375055,17047864.0
2014-01-31 00:00:00+01:00,385.3835223155937,386.68391900632514,382.5969458298027,385.5693054199219,440487,0.0,0.0,1,378.5045801814078,0.7849694709460096,0.7849694709460096,0.0,1.5913796623848344,0.0,100.0,366.24895053231455,394.95081041959565,42.699775196534134,-57.30022480346586,372.1225304182665,365.9258506807572,6.196679737509271,4.9181037473019344,0.03995098316670374,17488351.0
2014-02-03 00:00:00+01:00,384.5475337168238,387.89143098366543,382.8755992566631,383.4328918457031,511620,0.0,0.0,1,378.9974113478373,0.4928311664295393,0.4928311664295393,0.0,1.523137430660857,0.0,100.0,368.9427444854168,394.95081041959565,38.6598022623706,-61.340197737629396,373.18020440743123,366.8941144338743,6.286089973556955,5.1917009925529385,0.0345565152450737,17999971.0
2014-02-04 00:00:00+01:00,381.9466995484952,383.33998756482504,379.252986706377,380.7391662597656,500394,0.0,0.0,1,379.17158683903017,0.17417549119284104,0.17417549119284104,0.0,1.3867464519641917,0.0,100.0,377.1166650820143,394.95081041959565,11.522401091380452,-88.47759890861954,374.10195555075416,367.8035568342562,6.298398716497957,5.413040537341942,0.027863895504885265,18500365.0
2014-02-05 00:00:00+01:00,381.85380488213633,385.3834564893061,379.4387666709858,383.0613098144531,519197,0.0,0.0,1,379.5605591365725,0.3889722975423524,0.3889722975423524,0.0,1.2626677104368582,0.0,100.0,379.252986706377,394.95081041959565,1.9593316616018381,-98.04066833839816,374.9417407178031,368.67444589368705,6.26729482411605,5.583891394696764,0.022365843635792824,19019562.0
2014-02-06 00:00:00+01:00,379.43881991451605,382.596934166165,368.66405216196,375.6304931640625,1826999,0.0,0.0,1,379.16755253932155,-0.39300659725097375,0.0,0.39300659725097375,1.114049516791681,0.02807189980364098,97.54212648535007,368.66405216196,394.95081041959565,39.95738186663066,-60.04261813336934,375.5918656134213,369.45171305262295,6.140152560798356,5.695143627917083,0.01536069912753311,17192563.0
2014-02-07 00:00:00+01:00,377.0237753047742,382.59692801688175,377.0237753047742,381.1107482910156,785980,0.0,0.0,1,379.36187211449095,0.19431957516940201,0.19431957516940201,0.0,0.9583452574645273,0.02807189980364098,97.154155359444,368.66405216196,394.95081041959565,40.69661176049921,-59.30338823950079,376.17186661358585,370.18579890905767,5.986067704528182,5.753328443239303,0.012991615662579578,17978543.0
