Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Increase,Smooth,Delta_Smooth,RSI_gain,RSI_loss,RSI_gain_mean,RSI_loss_mean,RSI,L(14),H(14),K(14),R(14),Smooth12,Smooth26,MACD,Signal,PROC,OBV
2014-01-23 00:00:00+01:00,391.23529620768056,394.39341012184053,389.84200815615253,393.0001220703125,761747,0.0,0.0,-1,373.43139434012363,2.174303081132109,2.174303081132109,0.0,1.4286148719507952,0.0,100.0,353.0592718097884,394.95071815075386,48.630745199201726,-51.36925480079828,363.935452048055,359.622505791749,4.31294625630602,2.4583999679537625,0.05314713973067597,13447965.0
2014-01-24 00:00:00+01:00,393.00011795332614,394.57916072060544,383.6186395020122,384.08306884765625,680378,0.0,0.0,1,374.4965617908769,1.065167450753279,1.065167450753279,0.0,1.4828036428472362,0.0,100.0,353.15212375776025,394.95071815075386,51.06496604272049,-48.9350339572795,365.56023816233534,360.72428771761037,4.835950444724972,2.9339100633080046,0.05348633520509628,14128343.0
2014-01-27 00:00:00+01:00,382.96848325330654,387.4270226333787,381.48233180647094,383.1542663574219,816775,0.0,0.0,1,375.3623322475314,0.8657704566545021,0.8657704566545021,0.0,1.5382089300692112,0.0,100.0,353.6164396574528,394.95071815075386,52.60982744286417,-47.39017255713583,367.0682526369809,361.8085873124193,5.259665324561581,3.3990611155587196,0.05372175259421245,14945118.0
2014-01-28 00:00:00+01:00,380.8321017663456,383.6186781207335,379.9032429815496,382.6898193359375,524971,0.0,0.0,1,376.09508095637204,0.7327487088406315,0.7327487088406315,0.0,1.572150924199568,0.0,100.0,358.44661975048,394.95071815075386,48.34651992325234,-51.65348007674766,368.4569954553488,362.8668461008603,5.590149354488517,3.8372787633446794,0.05150386680325224,15470089.0
2014-01-29 00:00:00+01:00,384.82618320236,385.755041987156,379.53170513693533,382.6898193359375,1004434,0.0,0.0,1,376.7545547943286,0.6594738379565683,0.6594738379565683,0.0,1.583457167926375,0.0,100.0,359.6541686101788,394.95071815075386,48.44775596122256,-51.55224403877744,369.73354304596114,363.89556526333945,5.837977782621692,4.237418567200082,0.04724687756052937,16474523.0
2014-01-30 00:00:00+01:00,381.94670205938525,387.1482880106644,380.8320603003869,386.40521240234375,573341,0.0,0.0,1,377.7196205551301,0.9650657608015081,0.9650657608015081,0.0,1.5883246905310588,0.0,100.0,361.04746409338526,394.95071815075386,49.175682173556154,-50.82431782644385,370.962170355064,364.91956935902766,6.042600996036356,4.598455052967337,0.04376106355128667,17047864.0
2014-01-31 00:00:00+01:00,385.38349181272025,386.68388840052603,382.596915547485,385.56927490234375,440487,0.0,0.0,1,378.5045859898515,0.7849654347213573,0.7849654347213573,0.0,1.5913786001749404,0.0,100.0,366.24901083339444,394.95071815075386,42.699812317592,-57.300187682408,372.12254199118513,365.92586688723685,6.19667510394828,4.918099063163526,0.03995094433162883,17488351.0
2014-02-03 00:00:00+01:00,384.5475337168238,387.89143098366543,382.8755992566631,383.4328918457031,511620,0.0,0.0,1,378.99741657543666,0.4928305855851818,0.4928305855851818,0.0,1.5231360387065536,0.0,100.0,368.9426849929879,394.95071815075386,38.66009982937305,-61.33990017062695,373.1802150041469,366.8941298271035,6.28608517704339,5.191696285939498,0.03455649801079469,17999971.0
2014-02-04 00:00:00+01:00,381.94679139159365,383.34007974295423,379.2530779017439,380.7392578125,500394,0.0,0.0,1,379.171600699143,0.17418412370636815,0.17418412370636815,0.0,1.3867462891188242,0.0,100.0,377.1166650820143,394.95071815075386,11.522538422467212,-88.4774615775328,374.1019666495309,367.8035721139212,6.298394535609702,5.413035935873539,0.02786393061163736,18500365.0
2014-02-05 00:00:00+01:00,381.85374403937817,385.38339508415015,379.43870621302824,383.0612487792969,519197,0.0,0.0,1,379.5605655071584,0.38896480801537336,0.38896480801537336,0.0,1.2626671279106216,0.0,100.0,379.2530779017439,394.95071815075386,1.9588141945978208,-98.04118580540218,374.94175108916585,368.67446051342023,6.267290575745619,5.5838868638479555,0.0223658333905717,19019562.0
