date,pv
2023-06-30,56810.43729149794
2023-07-03,57538.27141329245
2023-07-04,58198.01627108054
2023-07-05,58340.32926843886
2023-07-06,57206.29722116713
2023-07-07,57625.486338537696
2023-07-10,57442.89329807139
2023-07-11,57677.73460666514
2023-07-12,58685.42784015513
2023-07-13,58840.72045795298
2023-07-14,58498.89567482033
2023-07-17,57869.086769705085
2023-07-18,58627.77760994065
2023-07-19,58663.33510670059
2023-07-20,58736.178101390535
2023-07-21,55271.28610309952
2023-07-24,55336.21575752406
2023-07-25,57375.87722195044
2023-07-26,57520.40981472388
2023-07-27,58211.07699466976
2023-07-28,57704.021368754235
2023-07-31,57910.566040285514
2023-08-01,57763.918346551
2023-08-02,56769.25300150578
2023-08-03,56355.141164653796
2023-08-04,57078.50574007908
2023-08-07,56767.423612414714
2023-08-08,56207.767484485026
2023-08-09,56644.58270276994
2023-08-10,56945.436945363705
2023-08-11,56138.15358674229
2023-08-14,55872.09703004063
2023-08-15,55898.446357128036
2023-08-16,56031.82643830479
2023-08-17,56631.260321971786
2023-08-18,56319.47460114659
2023-08-21,56615.44216859044
2023-08-22,57009.76927125157
2023-08-23,57134.37743317784
2023-08-24,56902.32588707982
2023-08-25,57313.99352776586
2023-08-28,57531.696324701894
2023-08-29,58229.18170678197
2023-08-30,59252.05181634008
2023-08-31,59594.96196496068
2023-09-01,59576.94930016576
2023-09-04,59583.99538170873
2023-09-05,59811.715672846425
2023-09-06,60000.88331353246
2023-09-07,59490.21227776586
2023-09-08,58807.39785515844
2023-09-11,59160.20406341565
2023-09-12,58578.07270376182
2023-09-13,58381.54371756471
2023-09-14,59381.975571812756
2023-09-15,60639.77887076295
2023-09-18,60468.67264712818
2023-09-19,59958.81834316777
2023-09-20,60904.687293057905
2023-09-21,60536.16740322636
2023-09-22,60049.14141750859
2023-09-25,60222.65347195195
2023-09-26,59413.65769100712
2023-09-27,59521.897084389464
2023-09-28,59894.306528913105
2023-09-29,60491.64489932131
2023-10-02,59669.57406039309
2023-10-03,58378.84019809442
2023-10-04,58617.87043057524
2023-10-05,59104.26629218139
2023-10-06,59899.61310333624
2023-10-09,59211.977619571175
2023-10-10,61015.22927262083
2023-10-11,60556.27538468138
2023-10-12,61067.14853589846
2023-10-13,60127.29755699898
2023-10-16,60212.492240172505
2023-10-17,59647.31113360512
2023-10-18,58667.266638976216
2023-10-19,58091.2064297329
2023-10-20,56089.05908290597
2023-10-23,56211.43842224465
2023-10-24,56814.38664856592
2023-10-25,56953.02422539072
2023-10-26,56468.300134144556
2023-10-27,55839.38285257819
2023-10-30,56493.91617895838
2023-10-31,56567.32570959803
2023-11-01,56481.83720709559
2023-11-02,57611.73394418952
2023-11-03,57778.031269323794
2023-11-06,58225.10913837504
2023-11-07,57572.790893299694
2023-11-08,57507.6122607358
2023-11-09,58159.264423246364
2023-11-10,57332.77026110624
2023-11-13,57726.87665651001
2023-11-14,59192.7509213953
2023-11-15,59402.73010840702
2023-11-16,58622.796969129675
2023-11-17,59230.84474439823
2023-11-20,59492.89578504764
2023-11-21,59010.105799390905
2023-11-22,59352.645344782
2023-11-23,59652.64467273374
2023-11-24,59755.9549349484
2023-11-27,59535.46850001188
2023-11-28,58749.39762293668
2023-11-29,59303.47612350393
2023-11-30,59166.46377122427
2023-12-01,59692.738582015285
2023-12-04,59769.24859178091
2023-12-05,60604.861934066066
2023-12-06,61585.351390242824
2023-12-07,61176.46924912954
2023-12-08,61549.29531419302
2023-12-11,62384.90682542349
2023-12-12,62061.18899095083
2023-12-13,62055.109843611965
2023-12-14,63851.52248704458
2023-12-15,64428.12441161064
2023-12-18,64015.9972280532
2023-12-19,64383.26145696903
2023-12-20,64372.299100401644
2023-12-21,63423.432706358675
2023-12-22,63653.22961187625
2023-12-27,63868.44943801273
2023-12-28,63857.200155175815
2023-12-29,63806.65445370632
2024-01-02,63879.74479807309
2024-01-03,63044.81716085111
2024-01-04,63151.06181295735
2024-01-05,62563.19781454426
2024-01-08,62966.29732187487
2024-01-09,63115.88669498282
2024-01-10,63208.87351138907
2024-01-11,63234.433882788
2024-01-12,63628.46348637251
2024-01-15,63160.416851698435
2024-01-16,62964.64738173572
2024-01-17,62323.83581252185
2024-01-18,63071.78978252922
2024-01-19,62431.995999584535
2024-01-22,63049.016442547174
2024-01-23,63578.2320835689
2024-01-24,64006.65397943346
2024-01-25,64216.10809886647
2024-01-26,64241.4363154192
2024-01-29,64081.07652686479
2024-01-30,64506.66215705423
2024-01-31,64328.17729377298
2024-02-01,65016.58387183694
2024-02-02,65607.11505990056
2024-02-05,65008.36173317873
2024-02-06,65728.856323938
2024-02-07,65779.05046938917
2024-02-08,65254.04981895516
2024-02-09,65266.68184562752
2024-02-12,65216.800339661335
2024-02-13,65269.61718269417
2024-02-14,65425.513485205476
2024-02-15,65960.9744414199
2024-02-16,66076.90131558066
2024-02-19,66523.5630134972
2024-02-20,66711.76757854542
2024-02-21,66408.11703342518
2024-02-22,66080.4278396996
2024-02-23,66864.9811863335
2024-02-26,66941.87336437588
2024-02-27,67309.11623089199
2024-02-28,67237.83592312221
2024-02-29,67158.9130894159
2024-03-01,67199.50787319886
2024-03-04,66960.69740452516
2024-03-05,66902.26449117206
2024-03-06,67187.4545851662
2024-03-07,67451.9016139913
2024-03-08,67555.8733718801
2024-03-11,67770.47422293905
2024-03-12,68321.63110090229
2024-03-13,68616.23284841511
2024-03-14,68830.4336044881
2024-03-15,68845.06055379841
2024-03-18,68373.24931837055
2024-03-19,68136.79179693195
2024-03-20,67938.69936820728
2024-03-21,69123.28858923023
2024-03-22,69730.79006589878
2024-03-25,70086.53650817966
2024-03-26,70516.42540480004
2024-03-27,70896.3770573269
2024-03-28,70733.25590254174
2024-04-02,70465.20228532047
2024-04-03,70988.1875834772
2024-04-04,71107.68293717594
2024-04-05,70767.23924014543
2024-04-08,70948.98331785663
2024-04-09,70715.22831371761
2024-04-10,70684.87947722308
2024-04-11,69749.00672026507
2024-04-12,69765.45049398657
2024-04-15,70186.34893148657
2024-04-16,68921.3753978562
2024-04-17,69432.87406538817
2024-04-18,69558.16593550536
2024-04-19,69425.0410041699
2024-04-22,70193.54196715202
2024-04-23,71173.41569304313
2024-04-24,70994.14508557145
2024-04-25,69966.60240521684
2024-04-26,71222.27559290844
2024-04-29,72090.74264431836
2024-04-30,72175.35281951315
2024-05-02,71810.6190599333
2024-05-03,71799.10035812396
2024-05-06,72199.47205078143
2024-05-07,72479.32787734205
2024-05-08,73045.58470470365
2024-05-10,73501.09313518461
2024-05-13,73485.37360355971
2024-05-14,73747.81608878066
2024-05-15,73400.01958571364
2024-05-16,72817.66211424758
2024-05-17,72491.87013535062
2024-05-20,73952.09115312803
2024-05-21,74111.84336946714
2024-05-22,73634.80657903169
2024-05-23,73567.84541646455
2024-05-24,73200.48718205903
2024-05-27,73237.60496465181
2024-05-28,73010.37473524672
2024-05-29,71884.59798018799
2024-05-30,72337.71303313781
2024-05-31,72717.86125189274
2024-06-03,72603.98580175846
2024-06-04,72341.51195428497
2024-06-05,72379.44185093688
2024-06-07,72528.57374508846
2024-06-10,72141.08117336352
2024-06-11,71247.60321849902
2024-06-12,71788.78164905627
2024-06-13,72085.64446148601
2024-06-14,71437.10361071545
2024-06-17,71273.81990977246
2024-06-18,71449.86601229626
2024-06-19,71623.63562449877
2024-06-20,72471.24512538378
2024-06-24,73404.17306003039
2024-06-25,72574.56465754609
2024-06-26,72419.93961558442
2024-06-27,72866.68755948011
2024-06-28,73389.41290890638
2024-07-01,73602.47730099622
2024-07-02,72371.22375714246
2024-07-03,72660.73977124158
2024-07-04,73148.73788296644
2024-07-05,72304.15976178113
2024-07-08,72280.23037564222
2024-07-09,71840.01946208092
2024-07-10,72131.18866052097
2024-07-11,72275.70900811619
2024-07-12,74161.08146807863
2024-07-15,73028.26594374559
2024-07-16,73580.73067305467
2024-07-17,73167.61926100633
2024-07-18,73723.29367278001
2024-07-19,72599.14813459717
2024-07-22,73324.60405110639
2024-07-23,72596.42973470014
2024-07-24,71826.69590410822
2024-07-25,72030.12861348523
2024-07-26,70500.76163960827
2024-07-29,70357.18000289967
2024-07-30,70413.15568940861
2024-07-31,70599.4020730756
2024-08-01,69473.52405946476
2024-08-02,68416.07742707951
2024-08-05,67483.94047181828
2024-08-06,67044.75076387542
2024-08-07,67325.4177789511
2024-08-08,67236.27671632971
2024-08-09,67039.71005385938
2024-08-12,67100.87576358956
2024-08-13,67143.5193808833
2024-08-14,67642.09688027295
2024-08-15,68221.87898476514
2024-08-16,68410.99872048291
2024-08-19,68408.31094515232
2024-08-20,68111.68623506931
2024-08-21,67953.76048266326
2024-08-22,67820.14511095916
2024-08-23,68450.54339587127
2024-08-26,68199.4200640649
2024-08-27,68113.84092435543
2024-08-28,68010.5171841428
2024-08-29,68947.89447296115
2024-08-30,69719.0192669675
2024-09-02,69404.5474499509
2024-09-03,68585.64922776763
2024-09-04,67464.01001007098
2024-09-05,67841.77888248874
2024-09-06,67261.20669315768
2024-09-09,67725.37528670367
2024-09-10,67960.71130408175
2024-09-11,67977.7950065788
2024-09-12,68517.14051583024
2024-09-13,68864.76197867996
2024-09-16,68954.11425834305
2024-09-17,69056.12043052322
2024-09-18,68754.35480789609
2024-09-19,70042.90713028378
2024-09-20,69283.53832535214
2024-09-23,69450.5970992724
2024-09-24,69604.2786751364
2024-09-25,69919.21247530938
2024-09-26,70783.23191031947
2024-09-27,70605.54507759467
2024-09-30,70418.46352699652
2024-10-01,69959.41351471008
2024-10-02,69906.19881210387
2024-10-03,69825.91762265435
2024-10-04,70336.69555196038
2024-10-07,69896.17684468499
2024-10-08,69106.28672894707
2024-10-09,69451.0026522564
2024-10-10,68602.64185818902
2024-10-11,68871.50741042578
2024-10-14,68636.34326081035
2024-10-15,67740.02987198588
2024-10-16,67316.20351421031
2024-10-17,67185.36841594371
2024-10-18,67689.6499244901
2024-10-21,67167.66671678747
2024-10-22,67470.33754656042
2024-10-23,67801.97816011633
2024-10-24,67229.71263255141
2024-10-25,69977.65780009291
2024-10-28,69744.33870654136
2024-10-29,69383.08360958665
2024-10-30,68382.64569759935
2024-10-31,67957.4546139414
2024-11-01,68023.78307463476
2024-11-04,68370.57262541601
2024-11-05,68570.3852780039
2024-11-06,67843.25389983007
2024-11-07,68607.59466006985
2024-11-08,67928.90865080006
2024-11-11,68158.0988153661
2024-11-12,67292.50220226232
2024-11-13,67050.48576023313
2024-11-14,67639.38728673123
2024-11-15,67142.41233594083
2024-11-18,67149.44968945645
2024-11-19,66980.5589175906
2024-11-20,67181.0979285922
2024-11-21,67237.61537129544
2024-11-22,67955.12580639981
2024-11-25,68074.48713261746
2024-11-26,67797.3566634033
2024-11-27,67973.34169900359
2024-11-28,68350.9850419754
2024-11-29,68398.68864234549
2024-12-02,69002.4911525813
2024-12-03,69566.56221445315
2024-12-04,69640.44721277468
2024-12-05,69837.14279802554
2024-12-06,70217.5632847494
2024-12-09,70195.23915564478
2024-12-10,69737.73408972682
2024-12-11,69339.69191649408
2024-12-12,68830.31342965516
2024-12-13,68727.69123727235
2024-12-16,68396.04966717128
2024-12-17,67950.1204240835
2024-12-18,68161.50469379786
2024-12-19,66960.23525356884
2024-12-20,66000.3438677741
2024-12-23,66056.20778989326
2024-12-27,66896.78706311714
2024-12-30,67058.71968411934
2025-01-02,67705.33804741123
2025-01-03,67717.7475533638
2025-01-07,68694.00952388383
2025-01-08,68402.63881177916
2025-01-09,68561.24578733458
2025-01-10,68191.7280413629
2025-01-13,67778.98815031066
2025-01-14,67573.21281309142
2025-01-15,68618.54709501281
2025-01-16,69262.13276828856
2025-01-17,70034.65198396375
2025-01-20,70033.2806833883
2025-01-21,71003.81127553231
2025-01-22,70855.37388615853
2025-01-23,71199.78243469258
2025-01-24,71503.69471823654
2025-01-27,71214.25416996627
2025-01-28,71054.07090428023
2025-01-29,71228.91080525069
2025-01-30,71437.81426445479
2025-01-31,73170.47547737593
2025-02-03,72957.8339015555
2025-02-04,73077.60202374376
2025-02-05,72726.29609309221
2025-02-06,73337.2556458571
2025-02-07,72759.43014155413
2025-02-10,73350.41947814004
2025-02-11,73523.23689528482
2025-02-12,74038.61738863909
2025-02-13,74902.146346781
2025-02-14,74940.2005952841
2025-02-17,75962.33686771452
2025-02-18,76124.39503304045
2025-02-19,75068.42581764738
2025-02-20,75160.9598561911
2025-02-21,75488.20325251974
2025-02-24,75407.80623027243
2025-02-25,75873.59541250215
2025-02-26,76876.60179573267
2025-02-27,75675.92391645486
2025-02-28,75817.15954907441
2025-03-03,76316.91515286469
2025-03-04,72867.40809186005
2025-03-05,74738.53192819533
2025-03-06,74878.92404474196
2025-03-07,74504.81205540975
2025-03-10,73158.15873509725
2025-03-11,71610.73842512167
2025-03-12,72329.4669025997
2025-03-13,71623.01504789389
2025-03-14,72872.77425275839
2025-03-17,72957.90111051596
2025-03-18,73279.02844892538
2025-03-19,73114.38337980307
2025-03-20,73137.22857088324
2025-03-21,72066.27443498846
2025-03-24,72611.71013445135
2025-03-25,72508.97028917547
2025-03-26,71401.66045392459
2025-03-27,70839.67351888756
2025-03-28,70157.211971036
2025-03-31,68800.72133230309
2025-04-01,69608.69012494947
2025-04-02,68994.28560300733
2025-04-03,65675.5900463667
2025-04-04,61299.2922062483
2025-04-07,57884.65486135828
2025-04-08,58919.209043817726
2025-04-09,56585.56835778257
2025-04-10,59804.42160256406
2025-04-11,60054.837282495704
2025-04-14,61811.65856392881
2025-04-15,62924.579035120216
2025-04-16,62034.52770907203
2025-04-17,61203.04874331275
2025-04-22,61809.61422640601
2025-04-23,63541.82265155672
2025-04-24,63717.704282243954
2025-04-25,64253.04132381046
2025-04-28,64652.66922204212
2025-04-29,64399.443484194446
2025-04-30,65594.47603500621
2025-05-02,66189.9288929774
2025-05-05,66401.30948410541
2025-05-06,65661.6241012624
2025-05-07,65642.14270172626
2025-05-08,65622.1050881077
2025-05-09,65814.0971306492
2025-05-12,67182.3425892808
2025-05-13,66808.77025069325
2025-05-14,66497.7824462562
2025-05-15,66954.88366924814
2025-05-16,66723.12461697153
2025-05-19,66756.7585929542
2025-05-20,67289.62805211145
2025-05-21,67247.27505917086
2025-05-22,66021.27494854464
2025-05-23,65563.96331126608
2025-05-26,66445.1820307485
2025-05-27,66443.12259984836
2025-05-28,66080.02769756266
2025-05-30,65800.66039943644
2025-06-02,64657.767397880045
2025-06-03,64573.62164211222
2025-06-04,65002.77609719939
2025-06-05,65103.627949616384
2025-06-09,65066.65857400603
2025-06-10,65782.57227548378
2025-06-11,65359.54837843978
2025-06-12,64939.3272289952
2025-06-13,64329.18526503646
2025-06-16,64971.50133971596
2025-06-17,63679.3042824308
2025-06-18,63631.030043844374
2025-06-19,63002.2126228849
2025-06-23,62975.054748621405
2025-06-24,63871.231521692695
2025-06-25,63262.62486275715
2025-06-26,64177.70546731037
2025-06-27,65913.70243462604
2025-06-30,65210.29320907219
2025-07-01,65461.098068233565
2025-07-02,67343.42171096428
2025-07-03,66451.54676611767
2025-07-04,65456.74187565074
2025-07-07,65189.87484451885
2025-07-08,66158.55505463236
2025-07-09,66264.19053852474
2025-07-10,67739.00578510677
2025-07-11,67033.39532291805
2025-07-14,66393.32734653336
2025-07-15,66540.91533174628
2025-07-16,66276.31534471625
2025-07-17,66208.98761263007
2025-07-18,65798.3058463249
2025-07-21,67264.71457206343
2025-07-22,67749.52340390821
2025-07-23,69923.92328885286
2025-07-24,70485.27963116854
2025-07-25,70510.23745476002
2025-07-28,70070.63937126393
2025-07-29,69594.69030940803
2025-07-30,70554.13151300068
2025-07-31,69937.99308145161
2025-08-01,68889.09651992786
2025-08-04,69349.88483433338
2025-08-05,69437.49425129505
2025-08-06,69593.50244526478
2025-08-07,70129.12458431532
2025-08-08,70653.53571331312
2025-08-11,70056.96499611098
2025-08-12,70765.54286552627
2025-08-13,70190.08444759915
2025-08-14,70228.13285992215
2025-08-15,70935.03331878051
2025-08-18,69861.47509505614
2025-08-19,71478.2314388977
2025-08-20,71356.42698531493
2025-08-21,71155.3116555725
2025-08-22,72698.98703627929
2025-08-25,72331.15224700316
2025-08-26,71945.701165765
2025-08-27,71825.49027404137
2025-08-28,71984.76092564038
2025-08-29,71532.32865940503
2025-09-01,71422.20576057026
2025-09-02,70126.93089637348
2025-09-03,71592.89759788105
2025-09-04,71050.54499020161
2025-09-05,72089.17896890949
2025-09-08,72423.48826456378
2025-09-09,72320.76114893268
2025-09-10,72111.04754495929
2025-09-11,72049.53030252765
2025-09-12,72026.52217722248
2025-09-15,72423.8840355904
2025-09-16,72246.28924826573
2025-09-17,72136.6946404636
2025-09-18,72523.59042307064
2025-09-19,72957.40457869068
2025-09-22,73269.98474836841
2025-09-23,74133.79958037463
2025-09-24,73745.80325434677
2025-09-25,72553.0010491029
2025-09-26,73325.70048147594
2025-09-29,73951.53681951915
2025-09-30,73821.29678732311
2025-10-01,74133.08509832775
2025-10-02,74647.28660449848
2025-10-03,75494.62230548725
2025-10-06,76026.57364498667
2025-10-07,75511.38616024546
2025-10-08,76074.17706978881
2025-10-09,76459.42428124511
2025-10-10,75148.60813335568
2025-10-13,75098.24917415768
2025-10-14,75223.67308620602
2025-10-15,75451.9020595947
2025-10-16,75276.35605955444
2025-10-17,74420.94364922485
2025-10-20,75011.42769997558
2025-10-21,75460.80961602172
2025-10-22,75137.07398217163
2025-10-23,75034.5231466871
2025-10-24,76056.0160437208
2025-10-27,76105.27364259775
2025-10-28,75487.47099977548
2025-10-29,75227.3563313354
2025-10-30,74917.54751251826
2025-10-31,75451.57646059587
2025-11-03,75179.33784365251
2025-11-04,75127.55223803237
2025-11-05,74695.45464281752
2025-11-06,74241.28004606657
2025-11-07,74432.54462202483
2025-11-10,75272.5259681552
2025-11-11,75658.7438712924
2025-11-12,76024.88318022185
2025-11-13,75518.05151621866
2025-11-14,74827.78166834879
2025-11-17,73651.79210154581
2025-11-18,72062.07323138285
2025-11-19,72583.45280478592
2025-11-20,72666.76252196427
2025-11-21,72887.15217612381
2025-11-24,73698.3322984993
2025-11-25,73944.25491736527
2025-11-26,74491.33364890213
2025-11-27,74827.18436072464
2025-11-28,74276.08043747292
2025-12-01,74407.02867966042
2025-12-02,74564.1103534845
2025-12-03,74441.27904321229
2025-12-04,75162.97328954247
2025-12-05,75476.61343770531
2025-12-08,75236.85280614403
2025-12-09,74907.06314855126
2025-12-10,75027.17757993015
2025-12-11,75706.88684277805
2025-12-12,75786.24579332807
2025-12-15,75900.7232368588
2025-12-16,75236.5344894528
2025-12-17,74893.39969880597
2025-12-18,74868.50184588677
2025-12-19,74680.55064783334
2025-12-22,74530.7213288331
2025-12-23,74440.73285303354
2025-12-29,75137.51098261117
2025-12-30,75464.57063684701
2026-01-02,74723.00970813232
2026-01-05,74030.51994725718
2026-01-07,74836.86133214488
2026-01-08,73587.10433950744
2026-01-09,74546.10572042785
2026-01-12,74451.64702215514
2026-01-13,73908.3769873651
2026-01-14,72149.92420187316
2026-01-15,73218.46689977965
2026-01-16,72634.83357992492
2026-01-19,71128.98588552795
2026-01-20,71278.3611351933
2026-01-21,70770.75084466596
2026-01-22,71334.83136911054
2026-01-23,71143.19059911091
2026-01-26,70949.13810124714
2026-01-27,70568.99931111652
2026-01-28,70827.34052052815
2026-01-29,70250.6486183675
2026-01-30,69568.2182289632
2026-02-02,68763.1889435323
2026-02-03,67989.00036397297
2026-02-04,70422.06831517536
2026-02-05,67973.51894917805
